ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,Year,Latitude,Longitude,Location
11989088,JD161249,2020-02-11 16:00:00,064XX N WASHTENAW AVE,0810,THEFT,OVER $500,APARTMENT,0,0,2412,24,50.0,2.0,06,2020,41.998394062,-87.697228966,"(41.998394062, -87.697228966)"
12416638,JE293227,2021-07-07 00:00:00,054XX S LONG AVE,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,RESIDENCE,0,1,814,8,23.0,56.0,04B,2021,41.793961287,-87.757452453,"(41.793961287, -87.757452453)"
13299102,JG530473,2023-12-05 20:00:00,048XX W JACKSON BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,0,0,1533,15,28.0,25.0,14,2023,41.876770624,-87.746255705,"(41.876770624, -87.746255705)"
12892711,JF474380,2022-11-14 00:00:00,031XX W POLK ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,0,0,1134,11,24.0,27.0,15,2022,41.870975935,-87.703986513,"(41.870975935, -87.703986513)"
11803422,JC403474,2019-08-23 00:14:00,020XX E 75TH ST,0460,BATTERY,SIMPLE,APARTMENT,0,0,414,4,8.0,43.0,08B,2019,41.758896441,-87.574456169,"(41.758896441, -87.574456169)"
12755023,JF310042,2022-07-08 13:35:00,017XX W 119TH ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,RESTAURANT,0,0,2234,22,21.0,75.0,04B,2022,41.677486509,-87.664155912,"(41.677486509, -87.664155912)"
13116046,JG311802,2023-06-22 08:15:00,005XX N SACRAMENTO BLVD,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,0,0,1221,12,27.0,23.0,07,2023,41.891354633,-87.701972177,"(41.891354633, -87.701972177)"
11591912,JC147603,2019-02-10 18:55:00,075XX S ESSEX AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,0,0,421,4,7.0,43.0,03,2019,41.758176041,-87.563931096,"(41.758176041, -87.563931096)"
12455946,JE340978,2021-08-17 21:30:00,049XX W NORTH AVE,0890,THEFT,FROM BUILDING,ATHLETIC CLUB,0,0,2533,25,37.0,25.0,06,2021,41.909588772,-87.748894125,"(41.909588772, -87.748894125)"
12404311,JE278171,2021-05-04 00:00:00,065XX W 64TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,0,0,812,8,23.0,64.0,11,2021,41.775804743,-87.784300758,"(41.775804743, -87.784300758)"
11610904,JC170543,2019-03-01 19:34:00,011XX W 94TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,1,0,2222,22,21.0,73.0,15,2019,41.723186113,-87.65126024,"(41.723186113, -87.65126024)"
13583481,JH411737,2024-09-02 01:50:00,035XX N CLARK ST,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,0,0,1924,19,44.0,6.0,03,2024,41.946145384,-87.655667162,"(41.946145384, -87.655667162)"
11787774,JC384608,2019-08-08 19:59:00,008XX E 64TH ST,0560,ASSAULT,SIMPLE,APARTMENT,0,0,312,3,20.0,42.0,08A,2019,41.778615908,-87.603957315,"(41.778615908, -87.603957315)"
12129109,JD324719,2020-08-08 04:31:00,036XX W DIVERSEY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,1,0,2523,25,30.0,21.0,14,2020,41.931899769,-87.717981649,"(41.931899769, -87.717981649)"
11772549,JC366659,2019-07-27 10:32:00,001XX S PULASKI RD,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,1,0,1115,11,28.0,26.0,18,2019,41.878608839,-87.72559851,"(41.878608839, -87.72559851)"
12315082,JE168729,2021-03-14 11:30:00,077XX S EMERALD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,1,1,621,6,17.0,71.0,08B,2021,41.753773687,-87.642903084,"(41.753773687, -87.642903084)"
12850807,JF424293,2022-10-06 13:40:00,039XX E 105TH ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),PARKING LOT / GARAGE (NON RESIDENTIAL),1,0,432,4,10.0,52.0,18,2022,41.704542957,-87.528125929,"(41.704542957, -87.528125929)"
13247850,JG467884,2023-10-17 20:23:00,037XX N MAGNOLIA AVE,0460,BATTERY,SIMPLE,APARTMENT,0,1,1923,19,44.0,6.0,08B,2023,41.949787674,-87.660455288,"(41.949787674, -87.660455288)"
13644028,JH484418,2024-10-27 07:23:00,036XX N ST LOUIS AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE - GARAGE,0,0,1732,17,35.0,16.0,05,2024,41.947491165,-87.71519239,"(41.947491165, -87.71519239)"
12498708,JE393268,2021-09-30 16:00:00,060XX S DAN RYAN LOCAL IB,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,VEHICLE NON-COMMERCIAL,0,0,711,7,20.0,68.0,26,2021,41.784822163,-87.630602143,"(41.784822163, -87.630602143)"
13504187,JH316820,2024-06-16 13:00:00,002XX E 51ST ST,0810,THEFT,OVER $500,RESTAURANT,0,0,231,2,3.0,40.0,06,2024,41.802039699,-87.620342746,"(41.802039699, -87.620342746)"
24701,JC402092,2019-08-22 00:02:00,057XX S MAY ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,0,0,712,7,16.0,68.0,01A,2019,41.790086602,-87.653554734,"(41.790086602, -87.653554734)"
13100437,JG293439,2023-06-08 16:00:00,016XX N NATCHEZ AVE,0810,THEFT,OVER $500,STREET,0,0,2513,25,29.0,25.0,06,2023,41.910021299,-87.788295494,"(41.910021299, -87.788295494)"
13308177,JG541431,2023-12-14 22:07:00,046XX W WARWICK AVE,0560,ASSAULT,SIMPLE,APARTMENT,1,1,1731,17,30.0,15.0,08A,2023,41.948903152,-87.743642341,"(41.948903152, -87.743642341)"
11933729,JC561817,2019-12-25 19:30:00,073XX S DANTE AVE,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,RESIDENCE,0,0,324,3,8.0,43.0,10,2019,41.761666085,-87.589663943,"(41.761666085, -87.589663943)"
13501575,JH313509,2024-06-20 03:40:00,066XX S WENTWORTH AVE,0330,ROBBERY,AGGRAVATED,GAS STATION,0,0,722,7,6.0,69.0,03,2024,41.773536673,-87.62999581,"(41.773536673, -87.62999581)"
13212008,JG425973,2023-09-15 19:00:00,077XX S CORNELL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,0,411,4,8.0,43.0,07,2023,41.754165135,-87.584473088,"(41.754165135, -87.584473088)"
11974527,JD143281,2020-01-28 18:00:00,092XX S STONY ISLAND AVE,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE, MOTOR VEHICLE",SMALL RETAIL STORE,0,0,413,4,8.0,48.0,11,2020,41.727225107,-87.585441775,"(41.727225107, -87.585441775)"
13632166,JH470016,2024-10-15 19:30:00,077XX S COLES AVE,0810,THEFT,OVER $500,STREET,0,0,421,4,7.0,43.0,06,2024,41.754907758,-87.553374806,"(41.754907758, -87.553374806)"
12851755,JF425490,2022-10-07 12:00:00,012XX W MONTANA ST,0810,THEFT,OVER $500,RESIDENCE - GARAGE,0,0,1932,19,43.0,7.0,06,2022,41.926245965,-87.659210784,"(41.926245965, -87.659210784)"
13304013,JG536442,2023-12-11 00:25:00,010XX W 35TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER (SPECIFY),0,0,915,9,11.0,60.0,14,2023,41.830673001,-87.651918301,"(41.830673001, -87.651918301)"
13119958,JG316682,2023-06-24 00:00:00,073XX S FRANCISCO AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,0,0,835,8,18.0,66.0,11,2023,41.759949668,-87.695344998,"(41.759949668, -87.695344998)"
12510615,JE407844,2021-10-13 00:25:00,061XX N JERSEY AVE,0820,THEFT,$500 AND UNDER,HOTEL / MOTEL,0,1,1711,17,50.0,13.0,06,2021,41.992541921,-87.711475408,"(41.992541921, -87.711475408)"
12950411,JG113537,2023-01-11 15:40:00,096XX S WESTERN AVE,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,0,0,2213,22,19.0,72.0,06,2023,41.718243458,-87.681981639,"(41.718243458, -87.681981639)"
12496422,JE390375,2021-09-27 19:00:00,097XX S LOWE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,0,0,2223,22,34.0,73.0,08A,2021,41.717423751,-87.639460988,"(41.717423751, -87.639460988)"
12013948,JD191248,2020-03-17 21:00:00,076XX S EUCLID AVE,0820,THEFT,$500 AND UNDER,APARTMENT,0,0,414,4,8.0,43.0,06,2020,41.756349351,-87.577311905,"(41.756349351, -87.577311905)"
13192201,JG402207,2023-08-29 08:00:00,056XX S KILBOURN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,0,0,813,8,13.0,62.0,11,2023,41.790618267,-87.735337455,"(41.790618267, -87.735337455)"
13025452,JG203645,2023-03-29 16:00:00,100XX S MAY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,2232,22,34.0,73.0,08B,2023,41.711326335,-87.65145888,"(41.711326335, -87.65145888)"
13568014,JH393049,2024-08-18 12:53:00,031XX N HONORE ST,0560,ASSAULT,SIMPLE,RESIDENCE,0,1,1931,19,32.0,5.0,08A,2024,41.938289904,-87.67425979,"(41.938289904, -87.67425979)"
11805062,JC405491,2019-08-24 11:30:00,085XX S KENNETH AVE,0560,ASSAULT,SIMPLE,STREET,0,0,834,8,18.0,70.0,08A,2019,41.737745197,-87.732457352,"(41.737745197, -87.732457352)"
12708577,JF253936,2022-05-24 12:00:00,040XX N CALIFORNIA AVE,0810,THEFT,OVER $500,RESIDENCE - GARAGE,0,0,1724,17,33.0,16.0,06,2022,41.954871294,-87.698268541,"(41.954871294, -87.698268541)"
12059117,JD242096,2020-05-25 06:30:00,034XX N NAGLE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,1,1,1632,16,38.0,17.0,08A,2020,41.942937115,-87.787460222,"(41.942937115, -87.787460222)"
13356726,JH138105,2024-02-02 22:50:00,051XX S ASHLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,0,1,932,9,16.0,61.0,08B,2024,41.800638282,-87.66476128,"(41.800638282, -87.66476128)"
12768476,JF326485,2022-07-21 00:00:00,022XX S UNION AVE,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),0,0,1235,12,11.0,31.0,06,2022,41.852021627,-87.644725184,"(41.852021627, -87.644725184)"
11917647,JC541888,2019-12-08 11:00:00,021XX W MAYPOLE AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,0,0,1223,12,27.0,28.0,11,2019,41.883928187,-87.68028685,"(41.883928187, -87.68028685)"
12218314,JD428019,2020-11-04 11:12:00,026XX N SOUTHPORT AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,0,0,1932,19,32.0,7.0,11,2020,41.929078144,-87.663454872,"(41.929078144, -87.663454872)"
13483222,JH291504,2024-05-27 04:00:00,035XX S LAKE PARK AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,0,212,2,4.0,36.0,07,2024,41.830763232,-87.607948532,"(41.830763232, -87.607948532)"
12966562,JG133127,2023-01-28 19:50:00,056XX S HALSTED ST,5111,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,STREET,1,0,712,7,20.0,68.0,26,2023,41.792028613,-87.645099984,"(41.792028613, -87.645099984)"
13524365,JH340864,2024-07-10 00:00:00,011XX W CULLERTON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,0,1235,12,25.0,31.0,07,2024,41.855235085,-87.653929781,"(41.855235085, -87.653929781)"
11625407,JC188371,2019-03-16 21:48:00,047XX N CENTRAL PARK AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,1723,17,33.0,14.0,08B,2019,41.9673179,-87.718221895,"(41.9673179, -87.718221895)"
12179269,JD382981,2020-08-31 09:00:00,071XX W DIVERSEY AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,0,0,2511,25,29.0,18.0,11,2020,41.930777354,-87.804443209,"(41.930777354, -87.804443209)"
13676833,JH523249,2024-11-27 11:00:00,076XX S CICERO AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,0,0,833,8,18.0,65.0,06,2024,41.754592961,-87.741528537,"(41.754592961, -87.741528537)"
13740337,JJ138890,2024-11-09 00:01:00,077XX S SAGINAW AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,0,0,421,4,7.0,43.0,11,2024,41.754968838,-87.559974619,"(41.754968838, -87.559974619)"
13477511,JH284492,2024-05-30 04:18:00,008XX N HOMAN AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,CTA BUS,0,1,1121,11,27.0,23.0,04A,2024,41.895901406,-87.71144781,"(41.895901406, -87.71144781)"
12645607,JF177798,2022-03-18 03:00:00,022XX W TAYLOR ST,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,0,0,1225,12,28.0,28.0,05,2022,41.869034045,-87.682024534,"(41.869034045, -87.682024534)"
11717742,JC299001,2019-05-17 09:41:00,076XX S PHILLIPS AVE,1544,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,RESIDENCE,0,1,421,4,7.0,43.0,17,2019,41.75645779,-87.565113432,"(41.75645779, -87.565113432)"
13069153,JG256088,2023-05-11 03:00:00,027XX W FRANCIS PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,0,1431,14,1.0,22.0,14,2023,41.91866803,-87.695026807,"(41.91866803, -87.695026807)"
13211885,JG425847,2023-09-15 21:04:00,065XX N WESTERN AVE,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,1,0,2412,24,50.0,2.0,26,2023,42.00001918,-87.689943116,"(42.00001918, -87.689943116)"
12775339,JF334656,2022-07-27 19:00:00,075XX N WINCHESTER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,0,2424,24,49.0,1.0,14,2022,42.018480846,-87.679048123,"(42.018480846, -87.679048123)"
11989400,JD161824,2020-02-23 05:35:00,026XX N NEVA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,1,2512,25,29.0,18.0,08B,2020,41.928039238,-87.805175072,"(41.928039238, -87.805175072)"
12793078,JF355455,2022-08-13 14:30:00,082XX S ELLIS AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,0,1,631,6,8.0,44.0,04B,2022,41.745303445,-87.600164398,"(41.745303445, -87.600164398)"
12687709,JF228260,2022-05-03 02:01:00,004XX S WELLS ST,2250,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,BAR OR TAVERN,1,0,122,1,25.0,32.0,22,2022,41.87648302,-87.633685681,"(41.87648302, -87.633685681)"
13253872,JG474834,2023-10-23 09:25:00,063XX S MAPLEWOOD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,0,0,825,8,16.0,66.0,14,2023,41.778601537,-87.687284958,"(41.778601537, -87.687284958)"
13324760,JG561273,2023-12-31 20:23:00,025XX W JARVIS AVE,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,0,0,2411,24,50.0,2.0,04A,2023,42.015841888,-87.693331073,"(42.015841888, -87.693331073)"
12866619,JF443160,2022-10-21 13:15:00,006XX N MICHIGAN AVE,1330,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,1,0,1834,18,42.0,8.0,26,2022,41.894740176,-87.624245373,"(41.894740176, -87.624245373)"
13139659,JG339819,2023-07-13 17:00:00,062XX S WESTERN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,0,1,825,8,16.0,66.0,14,2023,41.780087726,-87.683662323,"(41.780087726, -87.683662323)"
13346768,JH126244,2024-01-15 18:00:00,076XX S YALE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,0,623,6,17.0,69.0,07,2024,41.755346459,-87.631176658,"(41.755346459, -87.631176658)"
13367127,JH149578,2024-02-11 20:00:00,083XX S CRANDON AVE,0560,ASSAULT,SIMPLE,RESIDENCE,0,0,412,4,7.0,46.0,08A,2024,41.743601668,-87.568542579,"(41.743601668, -87.568542579)"
12784116,JF344948,2022-08-05 08:55:00,022XX S WESTERN AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,PARKING LOT / GARAGE (NON RESIDENTIAL),1,0,1034,10,28.0,31.0,04A,2022,41.851804072,-87.68563492,"(41.851804072, -87.68563492)"
12624284,JF152111,2022-02-21 18:00:00,022XX N NATCHEZ AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,0,2512,25,36.0,19.0,14,2022,41.920844986,-87.787806556,"(41.920844986, -87.787806556)"
11755907,JC338059,2019-07-07 00:10:00,032XX S CANAL ST,0460,BATTERY,SIMPLE,STREET,0,0,915,9,11.0,60.0,08B,2019,41.83588145,-87.637698554,"(41.83588145, -87.637698554)"
12999192,JG172199,2023-03-03 07:19:00,055XX W GLADYS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,1522,15,29.0,25.0,08B,2023,41.875656838,-87.762664349,"(41.875656838, -87.762664349)"
12627467,JF155329,2022-02-23 20:22:00,026XX N CLARK ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,0,0,1935,19,43.0,7.0,06,2022,41.930906002,-87.644017035,"(41.930906002, -87.644017035)"
12073838,JD259321,2020-06-10 00:58:00,035XX W FRANKLIN BLVD,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,1,0,1121,11,27.0,23.0,15,2020,41.889974655,-87.715155923,"(41.889974655, -87.715155923)"
13350669,JH131039,2024-01-27 18:32:00,077XX S MARQUETTE AVE,0820,THEFT,$500 AND UNDER,STREET,0,0,421,4,7.0,43.0,06,2024,41.754673504,-87.558501202,"(41.754673504, -87.558501202)"
11960908,JD126990,2020-01-24 12:49:00,011XX S OAKLEY BLVD,141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,OTHER,1,0,1225,12,28.0,28.0,15,2020,41.867300404,-87.683606131,"(41.867300404, -87.683606131)"
12406982,JE281488,2021-06-27 15:30:00,056XX W FULLERTON AVE,0810,THEFT,OVER $500,STREET,0,0,2515,25,36.0,19.0,06,2021,41.923953044,-87.767716696,"(41.923953044, -87.767716696)"
13008365,JG183342,2023-03-12 22:15:00,087XX S THROOP ST,0810,THEFT,OVER $500,SIDEWALK,0,0,2222,22,21.0,71.0,06,2023,41.735180636,-87.655749764,"(41.735180636, -87.655749764)"
12860319,JF436006,2022-10-15 19:50:00,014XX N LINDER AVE,0460,BATTERY,SIMPLE,APARTMENT,0,0,2532,25,37.0,25.0,08B,2022,41.906664624,-87.763328731,"(41.906664624, -87.763328731)"
13537570,JH356797,2024-07-21 09:30:00,011XX W JACKSON BLVD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,0,0,1232,12,34.0,28.0,11,2024,41.877822179,-87.655181405,"(41.877822179, -87.655181405)"
11954156,JD118937,2020-01-15 00:00:00,070XX N GLENWOOD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,0,0,2423,24,49.0,1.0,14,2020,42.009425375,-87.666233173,"(42.009425375, -87.666233173)"
13269694,JG495665,2023-11-07 13:00:00,103XX S WALLACE ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,0,0,2232,22,21.0,49.0,04A,2023,41.705731966,-87.637938749,"(41.705731966, -87.637938749)"
13340460,JH118293,2024-01-17 11:30:00,072XX S YATES BLVD,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,0,1,334,3,7.0,43.0,04B,2024,41.763813355,-87.566473544,"(41.763813355, -87.566473544)"
24823,JC498910,2019-11-04 23:00:00,045XX S LAWLER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,0,0,814,8,22.0,56.0,01A,2019,41.810196681,-87.749336277,"(41.810196681, -87.749336277)"
12003200,JD178747,2020-03-08 17:30:00,040XX E 106TH ST,0560,ASSAULT,SIMPLE,RESTAURANT,0,0,432,4,10.0,52.0,08A,2020,41.702684248,-87.525274478,"(41.702684248, -87.525274478)"
11563238,JC112540,2019-01-10 19:00:00,019XX N MAUD AVE,0890,THEFT,FROM BUILDING,APARTMENT,0,0,1811,18,43.0,7.0,06,2019,41.917595239,-87.657652103,"(41.917595239, -87.657652103)"
13226900,JG443602,2023-09-29 11:40:00,029XX N KENNETH AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,RESIDENCE - GARAGE,0,0,2523,25,31.0,20.0,03,2023,41.934020094,-87.738101292,"(41.934020094, -87.738101292)"
12190049,JD395476,2020-10-10 22:34:00,013XX N CLEVELAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),0,1,1821,18,27.0,8.0,14,2020,41.906823047,-87.640885421,"(41.906823047, -87.640885421)"
12330432,JE185524,2021-03-31 16:51:00,010XX W 87TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,0,0,613,6,21.0,71.0,14,2021,41.735981532,-87.650113646,"(41.735981532, -87.650113646)"
12686537,JF226757,2022-05-01 17:33:00,083XX S INGLESIDE AVE,0560,ASSAULT,SIMPLE,APARTMENT,0,0,632,6,8.0,44.0,08A,2022,41.743406605,-87.601373206,"(41.743406605, -87.601373206)"
13530141,JH347901,2024-07-15 15:00:00,019XX W 35TH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,0,0,912,9,11.0,59.0,06,2024,41.830407799,-87.67371278,"(41.830407799, -87.67371278)"
12726388,JF275427,2022-06-11 07:00:00,005XX W MONTROSE DR,0810,THEFT,OVER $500,STREET,0,0,1915,19,46.0,3.0,06,2022,41.962321993,-87.643601304,"(41.962321993, -87.643601304)"
12599497,JF121388,2022-01-23 00:45:00,024XX S TROY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,0,1,1033,10,12.0,30.0,08B,2022,41.847372055,-87.70389126,"(41.847372055, -87.70389126)"
12862017,JF437989,2022-10-17 10:00:00,026XX S DAMEN AVE,0810,THEFT,OVER $500,STREET,0,0,1034,10,25.0,31.0,06,2022,41.843994669,-87.675628457,"(41.843994669, -87.675628457)"
12845235,JF417718,2022-10-01 01:30:00,004XX N STATE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),0,0,1834,18,42.0,8.0,07,2022,41.889453169,-87.627994833,"(41.889453169, -87.627994833)"
11624297,JC186742,2019-03-15 16:00:00,047XX N BEACON ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,0,0,1913,19,46.0,3.0,11,2019,41.967641456,-87.664205624,"(41.967641456, -87.664205624)"
11915335,JC539173,2019-12-08 11:13:00,006XX N CICERO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,0,0,1111,11,28.0,25.0,14,2019,41.891877604,-87.745698694,"(41.891877604, -87.745698694)"
12725871,JF274795,2022-06-10 16:50:00,011XX S CANAL ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,1,0,124,1,25.0,28.0,06,2022,41.868541914,-87.639235361,"(41.868541914, -87.639235361)"
12974166,JG142234,2023-02-05 18:00:00,045XX S LEAMINGTON AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,0,0,814,8,22.0,56.0,07,2023,41.810277734,-87.751789503,"(41.810277734, -87.751789503)"
11620764,JC182811,2019-03-11 18:30:00,047XX S DR MARTIN LUTHER KING JR DR,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),0,0,223,2,3.0,38.0,06,2019,41.808500903,-87.616562762,"(41.808500903, -87.616562762)"
11668832,JC240648,2019-04-27 13:00:00,003XX E 136TH ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,0,1,533,5,9.0,54.0,04B,2019,41.647922286,-87.613395072,"(41.647922286, -87.613395072)"
11629592,JC193462,2019-03-20 22:50:00,032XX W POTOMAC AVE,2022,NARCOTICS,POSS: COCAINE,VEHICLE NON-COMMERCIAL,1,0,1422,14,26.0,23.0,18,2019,41.904655101,-87.707832633,"(41.904655101, -87.707832633)"
13433201,JH230130,2024-04-18 12:30:00,001XX N RIVERSIDE PLZ,0810,THEFT,OVER $500,SIDEWALK,0,0,121,1,42.0,28.0,06,2024,41.883499453,-87.638559375,"(41.883499453, -87.638559375)"
13581439,JH402771,2024-08-26 12:43:00,038XX W DIVISION ST,0460,BATTERY,SIMPLE,CLEANING STORE,0,0,1112,11,27.0,23.0,08B,2024,41.902708181,-87.721865617,"(41.902708181, -87.721865617)"
11606622,JC165556,2019-02-25 17:15:00,068XX S LAFLIN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,725,7,17.0,67.0,08B,2019,41.769414023,-87.661515135,"(41.769414023, -87.661515135)"
12059873,JD243193,2020-05-25 21:00:00,014XX N AVERS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,0,2535,25,26.0,23.0,14,2020,41.907202665,-87.722788898,"(41.907202665, -87.722788898)"
11932127,JC559841,2019-12-22 09:30:00,008XX W ALDINE AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,0,0,1924,19,44.0,6.0,05,2019,41.941776585,-87.651493806,"(41.941776585, -87.651493806)"
12665717,JF201923,2022-04-08 19:44:00,062XX S ASHLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,TAVERN / LIQUOR STORE,0,0,713,7,16.0,67.0,14,2022,41.780313815,-87.66424283,"(41.780313815, -87.66424283)"
12265328,JE107932,2021-01-08 18:45:00,003XX N MORGAN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,0,1214,12,27.0,28.0,14,2021,41.887996686,-87.652205552,"(41.887996686, -87.652205552)"
13652035,JH493847,2024-11-03 01:30:00,067XX W CORNELIA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,0,1632,16,38.0,17.0,14,2024,41.94365492,-87.795349598,"(41.94365492, -87.795349598)"
12473033,JE361423,2021-09-04 13:55:00,015XX N MILWAUKEE AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA BUS,0,0,1424,14,1.0,24.0,14,2021,41.910089565,-87.677015087,"(41.910089565, -87.677015087)"
12690460,JF231757,2022-05-05 21:00:00,053XX S CORNELL AVE,0460,BATTERY,SIMPLE,APARTMENT,0,0,234,2,5.0,41.0,08B,2022,41.799030006,-87.585505972,"(41.799030006, -87.585505972)"
12636934,JF167203,2022-03-08 11:04:00,031XX W IRVING PARK RD,0860,THEFT,RETAIL THEFT,DRUG STORE,0,0,1733,17,33.0,16.0,06,2022,41.953924785,-87.707307,"(41.953924785, -87.707307)"
12056548,JD239235,2020-05-21 14:00:00,002XX N STATE ST,0890,THEFT,FROM BUILDING,HOTEL / MOTEL,0,0,111,1,42.0,32.0,06,2020,41.885888079,-87.627942238,"(41.885888079, -87.627942238)"
