ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,Year,Latitude,Longitude,Location
13604014,JH436301,2024-09-20 01:39:00,027XX W 60TH ST,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,0,0,824,8,16.0,66.0,26,2024,41.784616508,-87.691598877,"(41.784616508, -87.691598877)"
12392566,JE261263,2021-06-10 18:30:00,011XX N KEYSTONE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,0,0,1111,11,37.0,23.0,14,2021,41.901374131,-87.727494842,"(41.901374131, -87.727494842)"
11863732,JC476167,2019-10-17 12:18:00,073XX S OAKLEY AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,RESIDENCE PORCH/HALLWAY,0,0,835,8,18.0,66.0,24,2019,41.760517127,-87.680579352,"(41.760517127, -87.680579352)"
11690913,JC260765,2019-05-13 04:40:00,0000X W MARQUETTE RD,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,1,0,722,7,20.0,69.0,04A,2019,41.772692001,-87.626511384,"(41.772692001, -87.626511384)"
12712942,JF258779,2022-05-28 01:00:00,0000X W DIVISION ST,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,0,0,1824,18,2.0,8.0,06,2022,41.903931469,-87.629290187,"(41.903931469, -87.629290187)"
12823944,JF392180,2022-09-11 17:55:00,017XX N LARAMIE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE - GARAGE,0,0,2533,25,37.0,25.0,07,2022,41.911629439,-87.755738362,"(41.911629439, -87.755738362)"
11881808,JC497885,2019-11-02 20:00:00,013XX S KILDARE AVE,0460,BATTERY,SIMPLE,RESIDENCE,0,0,1011,10,24.0,29.0,08B,2019,41.863617291,-87.73243668,"(41.863617291, -87.73243668)"
12188172,JD393324,2020-10-07 16:00:00,033XX W CRYSTAL ST,0560,ASSAULT,SIMPLE,RESIDENCE - YARD (FRONT / BACK),0,0,1422,14,26.0,23.0,08A,2020,41.903722998,-87.710023758,"(41.903722998, -87.710023758)"
11924257,JC550107,2019-12-17 11:40:00,117XX S LA SALLE ST,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,1,0,522,5,34.0,53.0,26,2019,41.680682498,-87.626373377,"(41.680682498, -87.626373377)"
11761068,JC352673,2019-07-17 12:53:00,008XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,1,0,1833,18,2.0,8.0,06,2019,41.897895128,-87.624096605,"(41.897895128, -87.624096605)"
13029748,JG208595,2023-04-02 16:30:00,015XX S DRAKE AVE,031A,ROBBERY,ARMED - HANDGUN,ALLEY,0,0,1021,10,24.0,29.0,03,2023,41.860229103,-87.71402184,"(41.860229103, -87.71402184)"
13691925,JH542376,2024-12-14 10:00:00,047XX S SEELEY AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,0,0,931,9,15.0,61.0,26,2024,41.807560396,-87.675876545,"(41.807560396, -87.675876545)"
11694532,JC272139,2019-05-21 09:30:00,062XX N HOYNE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,0,1,2413,24,50.0,2.0,26,2019,41.994773749,-87.682414197,"(41.994773749, -87.682414197)"
13068086,JG254644,2023-05-09 23:17:00,053XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,231,2,3.0,40.0,08B,2023,41.797899368,-87.616061121,"(41.797899368, -87.616061121)"
12214474,JD423555,2020-11-06 22:30:00,065XX S ST LAWRENCE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,321,3,20.0,42.0,08B,2020,41.776106365,-87.610705796,"(41.776106365, -87.610705796)"
12600616,JF122712,2022-01-24 13:37:00,043XX N CLARENDON AVE,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,APARTMENT,1,0,1915,19,46.0,3.0,04B,2022,41.961336068,-87.64989918,"(41.961336068, -87.64989918)"
12342703,JE202355,2021-04-17 02:00:00,027XX W FOSTER AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,HOSPITAL BUILDING / GROUNDS,0,0,2031,20,40.0,4.0,02,2021,41.975827666,-87.697567585,"(41.975827666, -87.697567585)"
13507538,JH321126,2024-06-25 16:40:00,0000X S WABASH AVE,0820,THEFT,$500 AND UNDER,RESTAURANT,0,0,112,1,34.0,32.0,06,2024,41.881623795,-87.626200793,"(41.881623795, -87.626200793)"
11799349,JC397435,2019-08-18 12:15:00,051XX S GREENWOOD AVE,0498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,RESIDENCE PORCH/HALLWAY,0,1,233,2,5.0,41.0,04B,2019,41.801778584,-87.599792355,"(41.801778584, -87.599792355)"
12348700,JE209556,2021-04-24 22:30:00,047XX S HOYNE AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,0,0,931,9,15.0,61.0,05,2021,41.80760852,-87.677093812,"(41.80760852, -87.677093812)"
13567411,JH392125,2024-08-17 19:15:00,036XX N ELSTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,1733,17,33.0,16.0,08B,2024,41.947941997,-87.710765825,"(41.947941997, -87.710765825)"
13637722,JH476861,2024-10-19 14:30:00,030XX S MICHIGAN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,0,0,133,1,4.0,35.0,11,2024,41.838814549,-87.623263115,"(41.838814549, -87.623263115)"
11982515,JD153433,2020-02-15 22:15:00,080XX S COLES AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,0,1,422,4,7.0,46.0,04B,2020,41.74963241,-87.549224339,"(41.74963241, -87.549224339)"
13621044,JH456764,2024-10-05 10:30:00,064XX S KEDZIE AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),0,0,823,8,14.0,66.0,06,2024,41.776622842,-87.70308407,"(41.776622842, -87.70308407)"
12426529,JE305103,2021-07-17 23:34:00,073XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,323,3,6.0,69.0,08B,2021,41.761471749,-87.615195089,"(41.761471749, -87.615195089)"
13636002,JH474763,2024-10-19 18:42:00,031XX S ASHLAND AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,0,0,912,9,12.0,59.0,06,2024,41.836816162,-87.665724279,"(41.836816162, -87.665724279)"
11923000,JC548240,2019-12-13 19:21:00,101XX S FOREST AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,0,0,511,5,9.0,49.0,05,2019,41.710148922,-87.616275677,"(41.710148922, -87.616275677)"
13003633,JG177341,2023-02-22 08:30:00,049XX S ST LAWRENCE AVE,0560,ASSAULT,SIMPLE,ALLEY,0,0,223,2,4.0,38.0,08A,2023,41.805199876,-87.611358263,"(41.805199876, -87.611358263)"
11561888,JC111022,2019-01-08 15:00:00,036XX N HARLEM AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,GAS STATION,0,0,1632,16,38.0,17.0,11,2019,41.945802872,-87.807024478,"(41.945802872, -87.807024478)"
13566442,JH391130,2024-08-16 23:40:00,045XX S DAMEN AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,0,0,924,9,12.0,61.0,04B,2024,41.810676762,-87.675199089,"(41.810676762, -87.675199089)"
12728357,JF277846,2022-06-12 10:00:00,024XX W WARREN BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),0,0,1222,12,27.0,28.0,07,2022,41.882083449,-87.686970688,"(41.882083449, -87.686970688)"
11660437,JC230586,2019-04-19 17:20:00,059XX W CULLOM AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,0,1,1624,16,38.0,15.0,14,2019,41.958548145,-87.775300854,"(41.958548145, -87.775300854)"
13201494,JG413333,2023-09-02 17:10:00,008XX W WAYMAN ST,0810,THEFT,OVER $500,STREET,0,0,1214,12,27.0,28.0,06,2023,41.887384878,-87.648080481,"(41.887384878, -87.648080481)"
12267568,JE110518,2021-01-12 10:46:00,085XX S COTTAGE GROVE AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,0,0,632,6,6.0,44.0,26,2021,41.739669366,-87.604907509,"(41.739669366, -87.604907509)"
13356361,JH137622,2024-02-02 13:00:00,065XX S UNION AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,0,723,7,6.0,68.0,07,2024,41.775573142,-87.642694992,"(41.775573142, -87.642694992)"
13663365,JH506091,2024-11-13 06:00:00,015XX W ASHER ST,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,RESIDENCE,1,0,524,5,21.0,53.0,18,2024,41.670885723,-87.660285932,"(41.670885723, -87.660285932)"
13287016,JG515867,2023-11-22 14:58:00,006XX W 115TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,0,0,2233,22,21.0,49.0,08A,2023,41.685136331,-87.638032434,"(41.685136331, -87.638032434)"
12799635,JF363210,2022-08-19 23:00:00,029XX W FULTON ST,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",GAS STATION,0,1,1222,12,27.0,27.0,04B,2022,41.886493289,-87.700242574,"(41.886493289, -87.700242574)"
11990959,JD163624,2020-02-20 18:33:00,004XX W DIVISION ST,0820,THEFT,$500 AND UNDER,OTHER,0,0,1823,18,27.0,8.0,06,2020,41.903769788,-87.63969883,"(41.903769788, -87.63969883)"
12796572,JF359555,2022-08-17 00:19:00,014XX N KARLOV AVE,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,0,1,2534,25,26.0,23.0,04B,2022,41.906570698,-87.728863727,"(41.906570698, -87.728863727)"
13184088,JG392602,2023-08-22 03:00:00,081XX S ST LOUIS AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,0,834,8,18.0,70.0,07,2023,41.745639484,-87.709591045,"(41.745639484, -87.709591045)"
11590998,JC146405,2019-02-09 18:09:00,049XX W JACKSON BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,0,1,1533,15,28.0,25.0,14,2019,41.876748723,-87.747878888,"(41.876748723, -87.747878888)"
12387891,JE256036,2021-06-06 15:00:00,003XX W 101ST ST,0560,ASSAULT,SIMPLE,RESIDENCE,0,0,511,5,9.0,49.0,08A,2021,41.710704559,-87.632497724,"(41.710704559, -87.632497724)"
11636749,JC202144,2019-03-27 19:29:00,070XX S INDIANA AVE,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,1,0,322,3,6.0,69.0,26,2019,41.766700275,-87.620144007,"(41.766700275, -87.620144007)"
11864804,JC477298,2019-06-16 15:00:00,002XX S WACKER DR,0460,BATTERY,SIMPLE,OTHER,0,0,122,1,42.0,32.0,08B,2019,41.878630716,-87.636673298,"(41.878630716, -87.636673298)"
12690059,JF231115,2022-05-05 12:27:00,003XX W 109TH PL,0460,BATTERY,SIMPLE,RESIDENCE,0,0,513,5,34.0,49.0,08B,2022,41.695221499,-87.631219523,"(41.695221499, -87.631219523)"
13470981,JH276485,2024-05-24 00:32:00,049XX N SHERIDAN RD,041A,BATTERY,AGGRAVATED - HANDGUN,PARK PROPERTY,0,0,2024,20,48.0,3.0,04B,2024,41.972013219,-87.654896586,"(41.972013219, -87.654896586)"
13133650,JG332881,2023-05-23 07:56:00,048XX W ROSEMONT AVE,0820,THEFT,$500 AND UNDER,STREET,0,0,1621,16,39.0,12.0,06,2023,41.995618717,-87.748655802,"(41.995618717, -87.748655802)"
12123068,JD317553,2020-08-01 12:00:00,051XX W JACKSON BLVD,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,NURSING / RETIREMENT HOME,0,0,1533,15,28.0,25.0,11,2020,41.876671946,-87.753842755,"(41.876671946, -87.753842755)"
11891315,JC510125,2019-11-14 11:20:00,082XX S COTTAGE GROVE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CONVENIENCE STORE,0,0,631,6,8.0,44.0,14,2019,41.745266022,-87.605067779,"(41.745266022, -87.605067779)"
12990401,JG161547,2023-02-21 08:00:00,043XX W AUGUSTA BLVD,0820,THEFT,$500 AND UNDER,ALLEY,0,0,1111,11,37.0,23.0,06,2023,41.898876353,-87.73472154,"(41.898876353, -87.73472154)"
11746643,JC335404,2019-07-05 04:57:00,060XX S MAY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,1,712,7,16.0,68.0,08B,2019,41.784347439,-87.65341003,"(41.784347439, -87.65341003)"
13147394,JG349235,2023-07-20 16:25:00,070XX S WENTWORTH AVE,0560,ASSAULT,SIMPLE,APARTMENT,0,0,731,7,6.0,69.0,08A,2023,41.766427719,-87.629794877,"(41.766427719, -87.629794877)"
12315434,JE169120,2021-03-14 20:45:00,078XX S MORGAN ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,1,0,612,6,17.0,71.0,15,2021,41.751471515,-87.648915953,"(41.751471515, -87.648915953)"
13448213,JH248204,2024-05-02 14:00:00,030XX S AVERS AVE,1581,SEX OFFENSE,NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES,RESIDENCE,0,0,1031,10,22.0,30.0,17,2024,41.837822395,-87.720711232,"(41.837822395, -87.720711232)"
12180107,JD383884,2020-09-28 19:30:00,015XX W 82ND ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CONSTRUCTION SITE,0,0,614,6,21.0,71.0,14,2020,41.744907747,-87.66251454,"(41.744907747, -87.66251454)"
12134763,JD330454,2020-08-13 00:28:00,078XX S CORNELL AVE,0810,THEFT,OVER $500,STREET,0,1,414,4,8.0,43.0,06,2020,41.752809219,-87.584437542,"(41.752809219, -87.584437542)"
12763896,JF321124,2022-07-17 19:04:00,019XX N KEDVALE AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,0,0,2534,25,35.0,20.0,15,2022,41.916050743,-87.730185153,"(41.916050743, -87.730185153)"
12783646,JF344295,2022-08-03 21:40:00,013XX W 15TH ST,0890,THEFT,FROM BUILDING,APARTMENT,0,0,1233,12,25.0,28.0,06,2022,41.861559271,-87.65976218,"(41.861559271, -87.65976218)"
13330261,JH106282,2024-01-04 18:53:00,056XX S STATE ST,0880,THEFT,PURSE-SNATCHING,SIDEWALK,0,0,225,2,20.0,40.0,06,2024,41.792385155,-87.625642329,"(41.792385155, -87.625642329)"
12959214,JG124115,2023-01-20 19:00:00,035XX N LINDER AVE,0810,THEFT,OVER $500,STREET,0,0,1633,16,36.0,15.0,06,2023,41.944309009,-87.764243313,"(41.944309009, -87.764243313)"
12320560,JE175600,2021-03-21 19:45:00,007XX E 43RD ST,0560,ASSAULT,SIMPLE,RESIDENCE,0,0,214,2,4.0,38.0,08A,2021,41.816792881,-87.608062183,"(41.816792881, -87.608062183)"
11721405,JC304780,2019-06-13 14:02:00,034XX N SOUTHPORT AVE,0890,THEFT,FROM BUILDING,RESTAURANT,0,0,1922,19,44.0,6.0,06,2019,41.94466821,-87.66395334,"(41.94466821, -87.66395334)"
12434741,JE315185,2019-03-09 00:01:00,036XX S ARCHER AVE,1752,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,0,1,912,9,12.0,59.0,17,2019,41.828192197,-87.681231544,"(41.828192197, -87.681231544)"
11935053,JC563273,2019-12-28 16:45:00,0000X E ROOSEVELT RD,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,CTA TRAIN,0,0,123,1,4.0,32.0,04A,2019,41.867428687,-87.626342565,"(41.867428687, -87.626342565)"
12325718,JE179690,2021-03-25 17:56:00,016XX W 108TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,1,2212,22,19.0,75.0,08B,2021,41.696675418,-87.662360559,"(41.696675418, -87.662360559)"
13014241,JG190404,2023-03-18 16:34:00,080XX S EUCLID AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,1,414,4,8.0,46.0,08B,2023,41.749075927,-87.577155389,"(41.749075927, -87.577155389)"
13384010,JH170641,2024-02-27 22:00:00,010XX W 95TH ST,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,NURSING / RETIREMENT HOME,0,0,2223,22,21.0,73.0,02,2024,41.721394792,-87.648612493,"(41.721394792, -87.648612493)"
11937587,JC566559,2019-12-31 13:21:00,001XX W NORTH AVE,0320,ROBBERY,STRONGARM - NO WEAPON,GAS STATION,0,0,1814,18,2.0,7.0,03,2019,41.911162611,-87.632895617,"(41.911162611, -87.632895617)"
12912048,JF497755,2022-12-04 12:15:00,070XX S ASHLAND AVE,0880,THEFT,PURSE-SNATCHING,STREET,0,0,735,7,17.0,67.0,06,2022,41.766274325,-87.66382789,"(41.766274325, -87.66382789)"
12732117,JF282489,2022-06-16 16:00:00,009XX N HOMAN AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,0,0,1121,11,27.0,23.0,26,2022,41.897561962,-87.711501488,"(41.897561962, -87.711501488)"
13204643,JG417006,2023-09-08 21:00:00,015XX N FREMONT ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,0,0,1822,18,2.0,8.0,06,2023,41.909189095,-87.651058196,"(41.909189095, -87.651058196)"
12705452,JF250061,2022-05-21 01:23:00,044XX S KOMENSKY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,815,8,14.0,57.0,08B,2022,41.812778964,-87.724996005,"(41.812778964, -87.724996005)"
11855489,JC466139,2019-10-09 13:30:00,067XX S BELL AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE PORCH/HALLWAY,1,0,832,8,16.0,66.0,04B,2019,41.771050026,-87.67966242,"(41.771050026, -87.67966242)"
11929095,JC556168,2019-12-22 07:25:00,093XX S LAFLIN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,1,0,2221,22,21.0,73.0,14,2019,41.723988678,-87.660310811,"(41.723988678, -87.660310811)"
12969327,JG136122,2023-01-30 14:55:00,057XX S CALUMET AVE,0810,THEFT,OVER $500,RESIDENCE,0,0,232,2,20.0,40.0,06,2023,41.79037523,-87.617490782,"(41.79037523, -87.617490782)"
12932314,JF522104,2022-12-25 07:45:00,033XX W MAYPOLE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,1123,11,28.0,27.0,08B,2022,41.883579906,-87.709452068,"(41.883579906, -87.709452068)"
11975958,JD145187,2020-02-07 20:30:00,034XX W JACKSON BLVD,0890,THEFT,FROM BUILDING,APARTMENT,0,0,1133,11,28.0,27.0,06,2020,41.877258619,-87.712252814,"(41.877258619, -87.712252814)"
12350545,JE211649,2021-04-27 11:00:00,110XX S WENTWORTH AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,0,0,513,5,34.0,49.0,07,2021,41.694051522,-87.627936911,"(41.694051522, -87.627936911)"
13654165,JH496646,2024-11-04 23:30:00,045XX N DRAKE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,0,0,1723,17,33.0,14.0,07,2024,41.963696648,-87.716892602,"(41.963696648, -87.716892602)"
13315134,JG549640,2023-12-21 14:30:00,076XX S THROOP ST,0560,ASSAULT,SIMPLE,RESIDENCE,0,0,612,6,17.0,71.0,08A,2023,41.754734911,-87.655467169,"(41.754734911, -87.655467169)"
12264754,JE107020,2021-01-08 01:00:00,064XX S WASHTENAW AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,0,0,825,8,17.0,66.0,14,2021,41.776445498,-87.690884781,"(41.776445498, -87.690884781)"
12782154,JF342761,2022-08-03 13:20:00,117XX S HARVARD AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,0,0,522,5,34.0,53.0,15,2022,41.680725504,-87.631150157,"(41.680725504, -87.631150157)"
13091002,JG281756,2023-05-31 04:08:00,091XX S SOUTH CHICAGO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - PORCH / HALLWAY,0,0,423,4,7.0,46.0,14,2023,41.728852906,-87.554118677,"(41.728852906, -87.554118677)"
13655615,JH498200,2024-11-06 19:44:00,061XX S DR MARTIN LUTHER KING JR DR,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,0,0,311,3,20.0,40.0,04B,2024,41.783209684,-87.615696882,"(41.783209684, -87.615696882)"
13079488,JG268549,2023-05-20 22:41:00,045XX S PAULINA ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,0,0,924,9,15.0,61.0,15,2023,41.811466604,-87.66749152,"(41.811466604, -87.66749152)"
11767833,JC360947,2019-07-23 11:10:00,008XX N DRAKE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,1,0,1121,11,27.0,23.0,18,2019,41.895965084,-87.715109176,"(41.895965084, -87.715109176)"
11564409,JC113860,2019-01-12 07:45:00,019XX N SHEFFIELD AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,0,0,1813,18,43.0,7.0,26,2019,41.917133428,-87.653336101,"(41.917133428, -87.653336101)"
13336090,JH113017,2024-01-11 22:50:00,079XX S LA SALLE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,0,0,623,6,17.0,44.0,07,2024,41.750413383,-87.628232707,"(41.750413383, -87.628232707)"
13480344,JH288148,2024-06-01 17:55:00,013XX W 97TH PL,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,0,1,2213,22,21.0,73.0,04A,2024,41.716948668,-87.65643212,"(41.716948668, -87.65643212)"
12025144,JD203515,2020-04-06 19:30:00,050XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,OTHER (SPECIFY),0,0,224,2,3.0,38.0,08B,2020,41.803365964,-87.622682706,"(41.803365964, -87.622682706)"
12378870,JE246581,2021-05-29 08:00:00,076XX N SHERIDAN RD,1320,CRIMINAL DAMAGE,TO VEHICLE,GAS STATION,0,0,2422,24,49.0,1.0,14,2021,42.019504078,-87.666116797,"(42.019504078, -87.666116797)"
12079947,JD266305,2020-06-16 17:30:00,049XX W OAKDALE AVE,0560,ASSAULT,SIMPLE,RESIDENCE - YARD (FRONT / BACK),0,1,2521,25,31.0,19.0,08A,2020,41.934220014,-87.750323146,"(41.934220014, -87.750323146)"
12124998,JD319296,2020-07-27 21:50:00,025XX W THOMAS ST,0810,THEFT,OVER $500,STREET,0,0,1211,12,1.0,24.0,06,2020,41.901162649,-87.69061323,"(41.901162649, -87.69061323)"
11966519,JD133723,2020-01-30 10:15:00,019XX S HARDING AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,1,0,1014,10,24.0,29.0,18,2020,41.854610642,-87.723586664,"(41.854610642, -87.723586664)"
12487419,JE379804,2021-09-19 16:11:00,028XX N SAWYER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,0,0,1412,14,35.0,21.0,14,2021,41.93297738,-87.708673222,"(41.93297738, -87.708673222)"
12761733,JF318244,2022-07-15 08:30:00,071XX S MERRILL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,333,3,5.0,43.0,08B,2022,41.76581888,-87.572582139,"(41.76581888, -87.572582139)"
12814651,JF381091,2022-09-02 22:00:00,074XX S YATES BLVD,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,0,1,334,3,7.0,43.0,04B,2022,41.760349572,-87.566401164,"(41.760349572, -87.566401164)"
13217848,JG433005,2023-09-19 23:59:00,061XX S SPRINGFIELD AVE,0820,THEFT,$500 AND UNDER,STREET,0,0,823,8,23.0,65.0,06,2023,41.78210634,-87.720402238,"(41.78210634, -87.720402238)"
13157170,JG360757,2023-07-29 11:58:00,037XX W FERDINAND ST,2027,NARCOTICS,POSSESS - CRACK,ALLEY,1,0,1122,11,27.0,23.0,18,2023,41.889914754,-87.719335983,"(41.889914754, -87.719335983)"
11813402,JC415394,2019-08-31 22:00:00,015XX N HONORE ST,0810,THEFT,OVER $500,STREET,0,0,1424,14,1.0,24.0,06,2019,41.908903711,-87.67455848,"(41.908903711, -87.67455848)"
13673619,JH520190,2024-11-24 21:07:00,0000X N WELLS ST,0810,THEFT,OVER $500,SMALL RETAIL STORE,0,0,122,1,34.0,32.0,06,2024,41.882834231,-87.633855092,"(41.882834231, -87.633855092)"
11859059,JC470614,2019-10-12 22:00:00,015XX S DRAKE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,1021,10,24.0,29.0,08B,2019,41.860229103,-87.71402184,"(41.860229103, -87.71402184)"
12413281,JE289127,2021-07-03 23:00:00,017XX N MERRIMAC AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,0,0,2513,25,29.0,25.0,15,2021,41.911498778,-87.781625821,"(41.911498778, -87.781625821)"
11789333,JC386500,2019-08-06 15:00:00,047XX W FULLERTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,0,2521,25,31.0,19.0,14,2019,41.924250764,-87.74558178,"(41.924250764, -87.74558178)"
13551766,JH373589,2024-08-02 19:00:00,064XX S ST LAWRENCE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,312,3,20.0,42.0,08B,2024,41.778055088,-87.610749912,"(41.778055088, -87.610749912)"
13242382,JG462431,2023-10-13 17:30:00,007XX N RUSH ST,0890,THEFT,FROM BUILDING,RESTAURANT,0,0,1833,18,2.0,8.0,06,2023,41.895996468,-87.625487641,"(41.895996468, -87.625487641)"
13215832,JG430347,2023-09-14 09:30:00,051XX N DAMEN AVE,0820,THEFT,$500 AND UNDER,SCHOOL - PUBLIC BUILDING,0,0,2032,20,40.0,4.0,06,2023,41.975099794,-87.679374655,"(41.975099794, -87.679374655)"
12084249,JD271476,2020-06-21 15:48:00,078XX S BISHOP ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,612,6,17.0,71.0,08B,2020,41.751766172,-87.660236947,"(41.751766172, -87.660236947)"
13288017,JG517063,2023-11-24 13:00:00,069XX S VERNON AVE,0820,THEFT,$500 AND UNDER,ALLEY,0,0,322,3,6.0,69.0,06,2023,41.768891175,-87.614133593,"(41.768891175, -87.614133593)"
12982724,JG152354,2023-02-03 16:00:00,019XX S LAWNDALE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,0,0,1014,10,24.0,29.0,08A,2023,41.854438478,-87.717550119,"(41.854438478, -87.717550119)"
13466494,JH270805,2024-05-20 07:40:00,0000X N CLINTON ST,0460,BATTERY,SIMPLE,CTA BUS,0,0,121,1,42.0,28.0,08B,2024,41.882189946,-87.641202862,"(41.882189946, -87.641202862)"
11867266,JC480373,2019-10-21 02:30:00,001XX S LAKE SHORE DR SB,0560,ASSAULT,SIMPLE,STREET,0,0,114,1,42.0,32.0,08A,2019,41.880601115,-87.617490795,"(41.880601115, -87.617490795)"
